possessor,possessed,gender,tier,is_dialogue,example
her,acceptance,female,pronoun,False,"No scheme could have been more agreeable to Elizabeth, and her acceptance of the invitation was most ready and grateful."
her,spirit,female,pronoun,False,[Illustration] Every object in the next day’s journey was new and interesting to Elizabeth; and her spirits were in a state of enjoyment; for she had 
her,sister,female,pronoun,False,[Illustration] Every object in the next day’s journey was new and interesting to Elizabeth; and her spirits were in a state of enjoyment; for she had 
her,health,female,pronoun,False,[Illustration] Every object in the next day’s journey was new and interesting to Elizabeth; and her spirits were in a state of enjoyment; for she had 
her,tour,female,pronoun,False,[Illustration] Every object in the next day’s journey was new and interesting to Elizabeth; and her spirits were in a state of enjoyment; for she had 
her,friend,female,pronoun,False,"Mrs. Collins welcomed her friend with the liveliest pleasure, and Elizabeth was more and more satisfied with coming, when she found herself so affecti"
her,cousin,female,pronoun,False,She saw instantly that her cousin’s manners were not altered by his marriage: his formal civility was just what it had been; and he detained her some 
his,marriage,male,pronoun,False,She saw instantly that her cousin’s manners were not altered by his marriage: his formal civility was just what it had been; and he detained her some 
his,civility,male,pronoun,False,She saw instantly that her cousin’s manners were not altered by his marriage: his formal civility was just what it had been; and he detained her some 
his,inquiry,male,pronoun,False,She saw instantly that her cousin’s manners were not altered by his marriage: his formal civility was just what it had been; and he detained her some 
her,family,female,pronoun,False,She saw instantly that her cousin’s manners were not altered by his marriage: his formal civility was just what it had been; and he detained her some 
his,abode,male,pronoun,False,"They were then, with no other delay than his pointing out the neatness of the entrance, taken into the house; and as soon as they were in the parlour,"
his,wife,male,pronoun,False,"They were then, with no other delay than his pointing out the neatness of the entrance, taken into the house; and as soon as they were in the parlour,"
wife,offer,female,role_noun,False,"They were then, with no other delay than his pointing out the neatness of the entrance, taken into the house; and as soon as they were in the parlour,"
his,glory,male,pronoun,False,"Elizabeth was prepared to see him in his glory; and she could not help fancying that in displaying the good proportion of the room, its aspect, and it"
her,friend,female,pronoun,False,"But though everything seemed neat and comfortable, she was not able to gratify him by any sigh of repentance; and rather looked with wonder at her fri"
his,wife,male,pronoun,False,"When Mr. Collins said anything of which his wife might reasonably be ashamed, which certainly was not seldom, she involuntarily turned her eye on Char"
her,eye,female,pronoun,False,"When Mr. Collins said anything of which his wife might reasonably be ashamed, which certainly was not seldom, she involuntarily turned her eye on Char"
his,garden,male,pronoun,False,To work in his garden was one of his most respectable pleasures; and Elizabeth admired the command of countenance with which Charlotte talked of the h
his,pleasure,male,pronoun,False,To work in his garden was one of his most respectable pleasures; and Elizabeth admired the command of countenance with which Charlotte talked of the h
his,garden,male,pronoun,False,"But of all the views which his garden, or which the country or the kingdom could boast, none were to be compared with the prospect of Rosings, afforde"
his,house,male,pronoun,False,"But of all the views which his garden, or which the country or the kingdom could boast, none were to be compared with the prospect of Rosings, afforde"
his,garden,male,pronoun,False,"From his garden, Mr. Collins would have led them round his two meadows; but the ladies, not having shoes to encounter the remains of a white frost, tu"
his,meadow,male,pronoun,False,"From his garden, Mr. Collins would have led them round his two meadows; but the ladies, not having shoes to encounter the remains of a white frost, tu"
her,sister,female,pronoun,False,"From his garden, Mr. Collins would have led them round his two meadows; but the ladies, not having shoes to encounter the remains of a white frost, tu"
her,husband,female,pronoun,False,"From his garden, Mr. Collins would have led them round his two meadows; but the ladies, not having shoes to encounter the remains of a white frost, tu"
husband,help,male,role_noun,False,"From his garden, Mr. Collins would have led them round his two meadows; but the ladies, not having shoes to encounter the remains of a white frost, tu"
charlotte,enjoyment,female,name,False,"When Mr. Collins could be forgotten, there was really a great air of comfort throughout, and by Charlotte’s evident enjoyment of it, Elizabeth suppose"
her,notice,female,pronoun,True,"She is all affability and condescension, and I doubt not but you will be honoured with some portion of her notice when service is over."
her,behaviour,female,pronoun,True,Her behaviour to my dear Charlotte is charming.
her,ladyship,female,pronoun,True,Her Ladyship’s carriage is regularly ordered for us.
her,ladyship,female,pronoun,True,"I _should_ say, one of her Ladyship’s carriages, for she has several.”"
her,chamber,female,pronoun,False,"The evening was spent chiefly in talking over Hertfordshire news, and telling again what had been already written; and when it closed, Elizabeth, in t"
charlotte,degree,female,name,False,"The evening was spent chiefly in talking over Hertfordshire news, and telling again what had been already written; and when it closed, Elizabeth, in t"
